[11-Sep-2011 22:38:12]  <Gendo> GET LEADY!  
[11-Sep-2011 23:56:50]  <JackMackerel> "Don't we have AT Field sensors or something? Seriously, it shouldn't be hard!" Jacqueline sounded annoyed. The longer it took, the longer she couldn't kill it...
[11-Sep-2011 23:57:08]  <Osip_Zhgun[Barcode]> [hold on for gendow we don't even know if we actually failed]
[11-Sep-2011 23:57:16]  <Gendo> On the moutain to the west of the city limits, you see a shimmering mass, gargantuan in proportions.
[11-Sep-2011 23:57:32]  <Lou> I'm sure it will try to kill us soon en- there we go.
[11-Sep-2011 23:57:38]  <Cassie> "I wonder if it bleeds rainbows"
[11-Sep-2011 23:57:42]  <Loki_Weyland> A-ha!
[11-Sep-2011 23:57:48]  <Loki_Weyland> !roll d100
[11-Sep-2011 23:57:48]  <GameServ> 14 == 14
[11-Sep-2011 23:57:54]  <JackMackerel> "Well, at least we don't have to stand around like a bunch of chumps... alright, boys n' girls! Let's go ruin its shit!"
[11-Sep-2011 23:57:55]  <Loki_Weyland> $OK, I passed that.
[11-Sep-2011 23:58:01]  <Loki_Weyland> Hell yeah!
[11-Sep-2011 23:58:02]  * JackMackerel charges toward it head one, deploying her knives.
[11-Sep-2011 23:58:03]  <Motoko> It's... almost beautiful.
[11-Sep-2011 23:58:06]  <Gendo> Behind the veil, you see a gargantuan mass of... what appears to be vague humanoid bodies, taking shape and flailing before re-assimilating with the host body.
[11-Sep-2011 23:58:09]  <Loki_Weyland> Loki readies his Pallet Gun.
[11-Sep-2011 23:58:23]  <Loki_Weyland> ...What the hell are those things?
[11-Sep-2011 23:58:31]  * Lou readies rifle
[11-Sep-2011 23:58:34]  <Loki_Weyland> I mean, yeah. They're Angels, or parts of one big Angel.
[11-Sep-2011 23:58:38]  <Gendo> This flood of bodies sometimes spills over, with the animate corpses attempting to flee before melting back into the Angel....
[11-Sep-2011 23:58:39]  <Loki_Weyland> But what the fuck are they?
[11-Sep-2011 23:58:52]  <Cassie> Cassie readies her prog spear
[11-Sep-2011 23:58:56]  <Osip_Zhgun[Barcode]> On a leftward glance Osip catches the shimmering mass. "Contact!" He sidesteps into a slide to stop and get a better view on the Angel, shearing asphalt skyward.
[11-Sep-2011 23:59:20]  <JackMackerel> "Looks like something from a bad horror movie~... I wonder what'll happen if I cut those corpses free?"
[11-Sep-2011 23:59:20]  <Gendo> [Alright, initiative, I believe]!
[11-Sep-2011 23:59:24]  <Osip_Zhgun[Barcode]> "This…what IS this?"
[11-Sep-2011 23:59:25]  * Motoko stares at the Angel, with a look halfway between horror and sympathy
[11-Sep-2011 23:59:29]  <Cassie> "I think they are scouts like from the recording":
[11-Sep-2011 23:59:40]  <Loki_Weyland> Seems likely.
[11-Sep-2011 23:59:45]  <Lou> !roll d10
[11-Sep-2011 23:59:45]  <GameServ> 7 == 7
[11-Sep-2011 23:59:49]  <Osip_Zhgun[Barcode]> [d10?]
[11-Sep-2011 23:59:52]  <Loki_Weyland> It can probably control them remotely, then.
[11-Sep-2011 23:59:55]  <Lou> [10]
[11-Sep-2011 23:59:57]  <Loki_Weyland> Or they're autonomous.
[12-Sep-2011 00:00:04]  <Osip_Zhgun[Barcode]> [oh right, initiative]
[12-Sep-2011 00:00:05]  <Lou> Osip_Zhgun[Barcode]: [d10 + Ag bonus]
[12-Sep-2011 00:00:13]  <Gendo> Dr. Murai:  "The MAGI reading is in.  Codename for the Angel is .... Tsvael?!? Are you kidding me? "
[12-Sep-2011 00:00:14]  <Cassie> !roll d10
[12-Sep-2011 00:00:14]  <GameServ> 10 == 10
[12-Sep-2011 00:00:18]  <Loki_Weyland> Either way, they'll still be a problem when they're not attached to the blob.
[12-Sep-2011 00:00:18]  <Osip_Zhgun[Barcode]> !d10
[12-Sep-2011 00:00:19]  <Lou> They're trying to flee...
[12-Sep-2011 00:00:21]  <Lou> Command, orders?
[12-Sep-2011 00:00:27]  <Osip_Zhgun[Barcode]> !roll d10
[12-Sep-2011 00:00:27]  <GameServ> 10 == 10
[12-Sep-2011 00:00:40]  <Loki_Weyland> Dr. Murai? What's the problem?
[12-Sep-2011 00:00:47]  <JackMackerel> "Tsvael?"
[12-Sep-2011 00:00:52]  <Motoko> 14Gendo, what's the initiative check against?
[12-Sep-2011 00:00:56]  <Osip_Zhgun[Barcode]> [***I'm gonna preface my roll results thsi way, with the stars, to be easier to pick out. 10 + my agility bonus = 10 + 4 = 14***]
[12-Sep-2011 00:01:00]  <JackMackerel> "Someone up there needs to knock it off with Lovecraft~"
[12-Sep-2011 00:01:05]  <Lou> [Motoko, roll d10 and add your ag bonus (= floor (ag/10))][
[12-Sep-2011 00:01:19]  <Cassie> [So right mine would be 13 then]
[12-Sep-2011 00:01:36]  <Gendo> Colonel Ishihara:  "The Angel appears to be a distance fighter.  Careful, that blast we felt earlier seems to be some kind of concentrated AT power."  (Rising Cross, to be exact)
[12-Sep-2011 00:01:38]  <Motoko> 14Lou: Pass/fail would be, then...?
[12-Sep-2011 00:01:41]  <Motoko> !roll d10+3
[12-Sep-2011 00:01:42]  <GameServ> (9) + 3 == 12
[12-Sep-2011 00:01:50]  <Loki_Weyland> So, get up close and hack its shit apart?
[12-Sep-2011 00:01:56]  <Loki_Weyland> Or would that be a bad idea/
[12-Sep-2011 00:01:58]  <Loki_Weyland> ?
[12-Sep-2011 00:02:13]  <Lou> [Motoko: It's not that sort of test.  We move in order of highest initiative first, is all.]
[12-Sep-2011 00:02:13]  <Gendo> Dr. Murai:  "Tsvael = Shit of God.  Roughly translated"
[12-Sep-2011 00:02:20]  <Loki_Weyland> ...Wow.
[12-Sep-2011 00:02:21]  <Osip_Zhgun[Barcode]> [pff]
[12-Sep-2011 00:02:26]  <Lou> What
[12-Sep-2011 00:02:26]  <Motoko> 14Lou: Oh, I see.
[12-Sep-2011 00:02:33]  * JackMackerel bursts into demented laughter. "That's funny~"
[12-Sep-2011 00:02:42]  <JackMackerel> (( GENDO JACK IS RUNNING STRAIGHT AT THE THINGY~)
[12-Sep-2011 00:02:56]  * Osip_Zhgun[Barcode] raises an eyebrow at the name.
[12-Sep-2011 00:03:03]  <Osip_Zhgun[Barcode]> !roll 1d100
[12-Sep-2011 00:03:04]  <GameServ> 23 == 23
[12-Sep-2011 00:03:09]  <Cassie> "Lets just kill Tsvael and be done with it."
[12-Sep-2011 00:03:12]  * Osip_Zhgun[Barcode] resists the urge to jump in front of jacqueline.
[12-Sep-2011 00:03:22]  <Osip_Zhgun[Barcode]> [I needta distract!]
[12-Sep-2011 00:03:36]  <Cassie> [Strafe!}
[12-Sep-2011 00:03:38]  <JackMackerel> "DINNER BELL'S RINGIN', BOYS!"
[12-Sep-2011 00:03:39]  * Motoko completely ignores what everyone else is saying and just continues to stare at the Angel
[12-Sep-2011 00:03:41]  <Gendo> Colonel Ishihara:  The plan is:  Close the gap, try to move the fight away from the city.
[12-Sep-2011 00:03:55]  <Loki_Weyland> Sounds good.
[12-Sep-2011 00:03:57]  <JackMackerel> (Okay, I'm imagining the faces Mari makes during her fight with the final Angel. :V)
[12-Sep-2011 00:04:04]  <JackMackerel> (ZA BEASTO)
[12-Sep-2011 00:04:15]  <Loki_Weyland> Hey, sweet cheeks! This way!
[12-Sep-2011 00:04:23]  * Lou starts moving towards Tsavel semicautiously
[12-Sep-2011 00:04:31]  <Osip_Zhgun[Barcode]> [Whenever Osip gets off his ass and moves, as per turn order] "Affirmative. I'm going to close in. Wait for it to focus on me, then attack!" Osip runs full-tilt to close with the Angel, navigating city blocks as well as possible.
[12-Sep-2011 00:04:40]  <Loki_Weyland> Loki attempts to fire on the Angel, and runs in the direction closest to the edge of the city.
[12-Sep-2011 00:04:55]  <Lou> [Gendo, you need to sort out initiative, man]
[12-Sep-2011 00:04:56]  <Cassie> Cassie runs forward towards the angel. Noting Motoko's lack of movement she says "Don't make yourself a target! Move!"
[12-Sep-2011 00:05:02]  <Gendo> [I need some way to keep track of initiatives.  A google doc be okiay?]
[12-Sep-2011 00:05:05]  <Loki_Weyland> $ Er, the way that'll lead both him and Tsvael out of the city the quickest.
[12-Sep-2011 00:05:06]  <Osip_Zhgun[Barcode]> [shore]
[12-Sep-2011 00:05:07]  <JackMackerel> (Yeah, do that.)
[12-Sep-2011 00:05:10]  <Loki_Weyland> $ Sure.
[12-Sep-2011 00:05:19]  <Motoko> 14I have no idea what's going on anymore, slow down a bit >_>
[12-Sep-2011 00:05:21]  * Osip_Zhgun[Barcode] stops typing, waits for results of this turn
[12-Sep-2011 00:05:35]  <Lou> 10 initiative here
[12-Sep-2011 00:05:45]  <Motoko> 14If we attack in order, presumably that prevents us from all running at the same time...
[12-Sep-2011 00:05:47]  <Loki_Weyland> $OK, from now on we don't do shit until Gendo asks us what we do.
[12-Sep-2011 00:05:55]  <Osip_Zhgun[Barcode]> [^that]
[12-Sep-2011 00:06:06]  <Gendo> https://docs.google.com/document/d/1A1hFEm7Y_vjPACnfmxyvOqPKfMW0GWD9XGZzs_a8D1g/edit?hl=en_US  Character name, and initiative.
[12-Sep-2011 00:06:06]  <Omnipresence> 14URL: Error: 14Redirected more times than rediection_limit allows.14.
[12-Sep-2011 00:06:24]  <Loki_Weyland> !roll d100
[12-Sep-2011 00:06:24]  <GameServ> 32 == 32
[12-Sep-2011 00:06:32]  <JackMackerel> !roll d100
[12-Sep-2011 00:06:32]  <GameServ> 83 == 83
[12-Sep-2011 00:06:34]  <JackMackerel> (FUCK)
[12-Sep-2011 00:06:39]  <Gendo> Initiative = 1d10 + agility bonus
[12-Sep-2011 00:06:54]  <Gendo> Agility bonus = 10s digit of your Agility score.
[12-Sep-2011 00:07:03]  <Loki_Weyland> !roll d10 + 3
[12-Sep-2011 00:07:03]  <GameServ> 8 == 8
[12-Sep-2011 00:07:08]  <Osip_Zhgun[Barcode]> [Jacqueline frees herself from the molasses encasing her, then begins to move?]
[12-Sep-2011 00:07:20]  <Loki_Weyland> Lowest number goes first?
[12-Sep-2011 00:07:24]  <Gendo> Highest.
[12-Sep-2011 00:07:30]  <Loki_Weyland> $Ah.
[12-Sep-2011 00:07:39]  <Osip_Zhgun[Barcode]> [oh okay, so then jacqueline found a jetpack somwhere]
[12-Sep-2011 00:07:58]  <Gendo> JackMackerel: We're missing you......
[12-Sep-2011 00:08:00]  <JackMackerel> !roll 1d10
[12-Sep-2011 00:08:00]  <GameServ> 1 == 1
[12-Sep-2011 00:08:05]  <JackMackerel> >:|
[12-Sep-2011 00:08:06]  <Lou> [Barcode first, then.]
[12-Sep-2011 00:08:08]  <Loki_Weyland> $...Wow.
[12-Sep-2011 00:08:18]  <Gendo> Yup.
[12-Sep-2011 00:08:34]  <JackMackerel> (( 1 + 32 = 33 WOO MATH)
[12-Sep-2011 00:08:42]  <Lou> [Your bonus, Jackerel, have some sense]
[12-Sep-2011 00:08:46]  <Lou> [Your initiative is 4]
[12-Sep-2011 00:08:47]  <Loki_Weyland> $ So, start this round over?
[12-Sep-2011 00:09:19]  <Gendo> Barcode:  Unfortunately, the AT field hasn't been neutralized yet.  But it's your call.
[12-Sep-2011 00:09:44]  <Motoko> 14So where's the battle happening? There's a bunch of information on collateral and stuff in the manual, or are we just skipping that for expediency?
[12-Sep-2011 00:09:56]  <JackMackerel> (( 10s? argh)
[12-Sep-2011 00:09:59]  <Lou> [It's outside the city.]
[12-Sep-2011 00:10:31]  <Gendo> Motoko: Angel is AT sniping from outside the city.  I'm keeping track of collateral, but this battle should go relatively smoothly, aside from us being clueless as to how to do a battle.
[12-Sep-2011 00:10:42]  <Cassie> [Cassie knows the angel has an AT field right?]
[12-Sep-2011 00:10:47]  <Motoko> 14Gendo: I'm going through the manual right now so :|
[12-Sep-2011 00:10:48]  <Gendo> Yes.
[12-Sep-2011 00:10:48]  <Osip_Zhgun[Barcode]> Osip jumps towards the Angel [this counts as some sort of evasive bonus right? :P] and fires a Single shot. [god I forget how combat works]
[12-Sep-2011 00:11:16]  <Osip_Zhgun[Barcode]> [jump = jets]
[12-Sep-2011 00:11:20]  <Cassie> Cassie closes the distance between her and Tzvael and tries to neutralize it's AT field.
[12-Sep-2011 00:11:21]  <Osip_Zhgun[Barcode]> [also: the shot is a ploy!]
[12-Sep-2011 00:11:29]  <Gendo> Sounds good.
[12-Sep-2011 00:12:07]  <Gendo> [I need to see if how exactly the shot vs AT field thing works, fi it does.]
[12-Sep-2011 00:13:02]  <Gendo> Oh, cool, seems I calculated the Angel's wounds incorrectly.
[12-Sep-2011 00:13:04]  <Gendo> OH WELL
[12-Sep-2011 00:13:39]  <Osip_Zhgun[Barcode]> ["The Angel fires its Core at Osip in a last-ditch attempt as it realizes that "dead bodies" are a terrible protection system"]
[12-Sep-2011 00:13:43]  <Lou> [Motoko should be up next]
[12-Sep-2011 00:13:50]  <Cassie> [So it looks like a glowing humanoid right?]
[12-Sep-2011 00:14:04]  <Lou> [It looks like an orgy of zombies]
[12-Sep-2011 00:14:08]  <JackMackerel> (With a bunch of bodies around... what Lou said.)
[12-Sep-2011 00:14:15]  <Lou> [or zorgy for short]
[12-Sep-2011 00:14:22]  <Osip_Zhgun[Barcode]> [I was gonna say zomborgy, but that works better]
[12-Sep-2011 00:14:32]  <Loki_Weyland> $ Granfalloon?
[12-Sep-2011 00:14:46]  <Gendo> Cassie: No, it's not a glowing humanoid.
[12-Sep-2011 00:14:57]  <Gendo> It has no discernable constant shape.
[12-Sep-2011 00:15:01]  <Gendo> It keeps changing.
[12-Sep-2011 00:15:02]  <Motoko> 14Do all of us go and then things get calculated?
[12-Sep-2011 00:15:04]  <Lou> [Yeah, does seem like Granfalloon]
[12-Sep-2011 00:15:24]  <Gendo> Motoko: I'd like to do the calculating one at a time.
[12-Sep-2011 00:15:46]  <Osip_Zhgun[Barcode]> [We wouldn't see the results of the calculations before each turn though do we?]
[12-Sep-2011 00:15:48]  * Motoko 14waits for the effects of the first two moves, then?
[12-Sep-2011 00:15:50]  <Lou> [and so, everybody slowed the fuck down.]
[12-Sep-2011 00:15:51]  <Osip_Zhgun[Barcode]> [before each person goes next*]
[12-Sep-2011 00:16:31]  <Gendo> From what I'm getting from this terribly organized pdf, Barcode basically drew its attention.
[12-Sep-2011 00:16:44]  <Gendo> Looking up AT neutralization now.
[12-Sep-2011 00:17:00]  <Osip_Zhgun[Barcode]> [firebatvoice: you got my attention]
[12-Sep-2011 00:17:14]  <Cassie> Yeah, the AE manual is kinda shit about having all the stuff you need close together.
[12-Sep-2011 00:17:50]  <Lou> [/nick Guy_Montag]
[12-Sep-2011 00:18:07]  <Gendo> [lol, I forgot to do something.]
[12-Sep-2011 00:18:07]  <JackMackerel> (I suggest writing down all the important shit in one handy dandy Google doc.
[12-Sep-2011 00:18:23]  <Loki_Weyland> $ Good idea.
[12-Sep-2011 00:18:46]  <Lou> [pah, planning]
[12-Sep-2011 00:19:27]  <Motoko> 14I really have no idea how combat even works...
[12-Sep-2011 00:19:31]  <Gendo> [I'm terribly unfamiliar with this system, sorry]
[12-Sep-2011 00:19:41]  <Loki_Weyland> $ Hey! Less gabbing, more stabbing!
[12-Sep-2011 00:19:50]  <Osip_Zhgun[Barcode]> [it's okay, throw what you needh elp with in hre and we'l try to help if possible]
[12-Sep-2011 00:19:59]  <Motoko> 14Presumably as the sole AT Tactician, Motoko has to do ... something special ...
[12-Sep-2011 00:20:12]  <Osip_Zhgun[Barcode]> [I've read a decent amount of the DH combat and I read all of jellyon up t and excluding the fluff so]
[12-Sep-2011 00:20:19]  <Lou> [As the newbie, you fall flat on your face, then go completely berserk after it rape us]
[12-Sep-2011 00:20:26]  <Gendo> [Well, I just remembered that you were all supposed to roll against fear as soon as you saw the damned thing]
[12-Sep-2011 00:20:35]  <Gendo> [talk about anti-climactic >..>]
[12-Sep-2011 00:20:40]  <Osip_Zhgun[Barcode]> [fuck! okay well let's try the fear thing then]
[12-Sep-2011 00:20:51]  <Lou> [seriously]
[12-Sep-2011 00:20:52]  <Loki_Weyland> $ Let's skip it for now.
[12-Sep-2011 00:21:06]  <Gendo> I'll just have you guys roll on your turns.
[12-Sep-2011 00:21:10]  <Osip_Zhgun[Barcode]> ["osip realizes this was a bad idea as he is retroactively frozen in fear in mid-air"]
[12-Sep-2011 00:21:11]  <Loki_Weyland> $ OK.
[12-Sep-2011 00:21:26]  <Gendo> Osip_Zhgun[Barcode]: Roll and get under your willpower.
[12-Sep-2011 00:21:41]  <Osip_Zhgun[Barcode]> !roll d100
[12-Sep-2011 00:21:41]  <GameServ> 92 == 92
[12-Sep-2011 00:21:44]  <Osip_Zhgun[Barcode]> [wonderful]
[12-Sep-2011 00:21:46]  <Motoko> 14Osip_Zhgun[Barcode]: I don't even know what options are available to me, so yeah.
[12-Sep-2011 00:22:08]  <Osip_Zhgun[Barcode]> [this will be embarassing.]
[12-Sep-2011 00:22:18]  <Loki_Weyland> $ Is something wrong with GameServ?
[12-Sep-2011 00:22:28]  <Gendo> Osip_Zhgun[Barcode]: What's your willpower?
[12-Sep-2011 00:22:44]  <Osip_Zhgun[Barcode]> [***Sorry about that. Yeah, my WP is 40. So, 5 degrees of failure.***]
[12-Sep-2011 00:22:44]  <Motoko> 14Gendo: Not 92+, I'm willing to bet...
[12-Sep-2011 00:22:49]  <Loki_Weyland> $ When my turn comes around, I'm using my own dice.
[12-Sep-2011 00:23:15]  <Motoko> 14Loki_Weyland, if GameServ hates you, there's nothing we can do!
[12-Sep-2011 00:23:15]  <JackMackerel> (I'm going last, aren't I?)
[12-Sep-2011 00:23:32]  <Loki_Weyland> $ What, you don't have your own dice?
[12-Sep-2011 00:23:39]  <Cassie> So how do I calc AT points exactly?
[12-Sep-2011 00:23:46]  <Cassie> Is it just my synch score?
[12-Sep-2011 00:23:46]  <Lou> [You bet, Jackerel~]
[12-Sep-2011 00:23:50]  <Osip_Zhgun[Barcode]> [I have a single d20 that my cousin stole from someone's dorm during one res party. yeah don't ask]
[12-Sep-2011 00:24:07]  <Motoko> 14Loki_Weyland: Well, it's easier if we just roll with a single mechanism, also I seem to be doing okay ;)
[12-Sep-2011 00:24:12]  <Gendo> Osip_Zhgun[Barcode]: As you approach the monstrousity, the terror of the shambling mass of bodies sets in.  YOu being to laugh hysterically, and are blinded by emotion to the point that you can't tell friend from foe.
[12-Sep-2011 00:24:22]  <Loki_Weyland> $ I didn't buy these dice for nothing!
[12-Sep-2011 00:24:30]  <Lou> [You have to set up an AT spread first, Cassie.]
[12-Sep-2011 00:24:31]  <Gendo> Also, add 5 insanity points.
[12-Sep-2011 00:24:43]  <Osip_Zhgun[Barcode]> [so much for the strong silent type]
[12-Sep-2011 00:24:50]  *** ponicalica <~william@dhcp05388.highsouth-resnet.unc.edu> has quit IRC (Ping timeout: 192 seconds)
[12-Sep-2011 00:25:02]  <Motoko> 14... again, as the Tactician, is there something I should be doing? >_>
[12-Sep-2011 00:25:12]  <Gendo> Motoko: We'll get to it when we get to it >.>
[12-Sep-2011 00:25:16]  <Lou> [It's not your turn you whiner]
[12-Sep-2011 00:25:33]  <Gendo> Osip_Zhgun[Barcode]: I thin that clears up the retroactive for your round.
[12-Sep-2011 00:25:44]  <Lou> [Setting up an AT spread is one full action, by the by]
[12-Sep-2011 00:25:47]  <Motoko> 14I'm just trying to figure out what to do before I have to do it... :p
[12-Sep-2011 00:25:49]  <Gendo> Cassie: Before anything, fear test.
[12-Sep-2011 00:25:50]  <Osip_Zhgun[Barcode]> [so I roleplay just going nuts then instead of charging in?]
[12-Sep-2011 00:25:58]  <Cassie> !roll d100
[12-Sep-2011 00:25:58]  <GameServ> 63 == 63
[12-Sep-2011 00:26:01]  <Osip_Zhgun[Barcode]> [or I charge in and next turn I'm shooting everything]
[12-Sep-2011 00:26:02]  <Gendo> Osip_Zhgun[Barcode]: Pretty much.
[12-Sep-2011 00:26:06]  <Osip_Zhgun[Barcode]> [oh ok]
[12-Sep-2011 00:26:28]  <Loki_Weyland> $ I think crying would be more in-character than laughter. Just saying.
[12-Sep-2011 00:27:17]  <Osip_Zhgun[Barcode]> [probably]
[12-Sep-2011 00:27:23]  <Cassie> [So do I pass or fail the test?]
[12-Sep-2011 00:27:32]  <Osip_Zhgun[Barcode]> Wracked with spasms, Osip's left hand fumbles off the jump trigger as he shakily switches from single fire to automatic. He begins to stumble backwards and to one side as he fires towards the Angel, sweeping towards the first Eva that appears in his vision.
[12-Sep-2011 00:27:47]  <Gendo> Cassie: Under the mass of bodies, you see what appears to be an eye with 3 pupils, staring at you, unwavering.  You can't move, you can't scream, you can't even think.
[12-Sep-2011 00:27:55]  <Lou> [welp]
[12-Sep-2011 00:28:12]  <Gendo> Cassie: You also take 5 insanity points.
[12-Sep-2011 00:28:26]  <Osip_Zhgun[Barcode]> [all in all this is going swell]
[12-Sep-2011 00:28:32]  <JackMackerel> "Cass? Hey, Cass? Did it show you some guro porn or somethin'?"
[12-Sep-2011 00:28:33]  <Cassie> [Are the pupils concentric or orbital?]
[12-Sep-2011 00:28:48]  <Osip_Zhgun[Barcode]> sweeping across the first Eva that appears in his vision*
[12-Sep-2011 00:28:50]  <Gendo> I don't know the difference.  Let's go with orbital, because it sounds cooler.
[12-Sep-2011 00:29:10]  <Gendo> Motoko: First things first.  Also make a fear check!
[12-Sep-2011 00:29:21]  <Motoko> !roll d100
[12-Sep-2011 00:29:21]  <GameServ> 41 == 41
[12-Sep-2011 00:29:32]  *** Madoka <~chatzilla@S0106002191d86b2c.no.shawcable.net> has joined #MadokaMadness
[12-Sep-2011 00:29:38]  <Motoko> 1441 > 38, fail. :|
[12-Sep-2011 00:29:56]  <Lou> [at least it's not by five fucking degrees]
[12-Sep-2011 00:30:18]  <Cassie> "..." This is not how it was supposed to go. I am supposed to charge in and kill the damn thing. I will i will i will iwill iwiiilll
[12-Sep-2011 00:30:22]  <Gendo> Motoko: The sight startles you,  it takes you this round to regain your composure.
[12-Sep-2011 00:30:24]  <Loki_Weyland> $ You're next, Lou. You wanna call that asylum now, save yourself some time?
[12-Sep-2011 00:30:27]  <Motoko> 14What is that, 0.3 degrees? Can we fudge the numbers? :p
[12-Sep-2011 00:30:33]  <Osip_Zhgun[Barcode]> [hey madoka, we're all just reduced to quivering masses of friendly fire thanks to zombie orgy what about you]
[12-Sep-2011 00:30:42]  <Lou> [I have extensive asylum experience on the moon!]
[12-Sep-2011 00:30:46]  <JackMackerel> (What would I have to roll to tackle Cass?)
[12-Sep-2011 00:30:48]  *** ponicalica <~william@dhcp05388.highsouth-resnet.unc.edu> has joined #MadokaMadness
[12-Sep-2011 00:30:48]  *** EsperBot sets mode: +o ponicalica
[12-Sep-2011 00:30:50]  <Lou> !roll d100
[12-Sep-2011 00:30:50]  <GameServ> 100 == 100
[12-Sep-2011 00:30:53]  <Lou> [oh fuck]
[12-Sep-2011 00:30:55]  <Gendo> pfffffffffffffffthahahahahahahaa
[12-Sep-2011 00:30:57]  <Loki_Weyland> $ ...Ouch.
[12-Sep-2011 00:30:58]  <Lou> [wait]
[12-Sep-2011 00:31:01]  <Osip_Zhgun[Barcode]> [what the fuck gameserv]
[12-Sep-2011 00:31:04]  <Lou> [Is 100 0?]
[12-Sep-2011 00:31:04]  <JackMackerel> (Actually, hmm... lol, wow, Tsukasa.)
[12-Sep-2011 00:31:04]  * Motoko makes a small gasping sound
[12-Sep-2011 00:31:06]  <Osip_Zhgun[Barcode]> [motoko: it's rounded down at all times. so 9 is still 0]
[12-Sep-2011 00:31:13]  <Gendo> No, 100 is 100.
[12-Sep-2011 00:31:18]  <Lou> [I mean, with actual d10s, two 10s is... oh]
[12-Sep-2011 00:31:35]  <Gendo> Google docs is freaking out on me.
[12-Sep-2011 00:31:38]  <Gendo> What's your willpower?
[12-Sep-2011 00:31:45]  <Osip_Zhgun[Barcode]> [should we start rolling d101 where 101 = 0?]
[12-Sep-2011 00:31:46]  <Lou> 25
[12-Sep-2011 00:31:47]  <Motoko> 1425.
[12-Sep-2011 00:31:55]  <Lou> [goooood]
[12-Sep-2011 00:32:02]  <Lou> [So we just can't roll zeroes, then, how cruel]
[12-Sep-2011 00:32:03]  <Loki_Weyland> $ 37.
[12-Sep-2011 00:32:36]  <Motoko> I... can't... I'm sorry, I'm still not feeling this...
[12-Sep-2011 00:33:08]  <Gendo> Lou: The bodies that escape the Angel, only to be reassimilated in liquid form makes your skin crawl, and your sense of self-preservation screams "GET THE FUCK OUT".  
[12-Sep-2011 00:33:11]  <Loki_Weyland> !roll 100
[12-Sep-2011 00:33:11]  <GameServ> 1 == 1
[12-Sep-2011 00:33:16]  <Loki_Weyland> $ YES.
[12-Sep-2011 00:33:22]  <Gendo> Lou: Also, 3 insanity points.
[12-Sep-2011 00:33:24]  <Osip_Zhgun[Barcode]> [lmao. finally, someone who isn't shitting their pants]
[12-Sep-2011 00:33:26]  <Motoko> 14Wow, with these stats, we already have ~1/3 chance of passing...
[12-Sep-2011 00:33:29]  <JackMackerel> (Pfft.)
[12-Sep-2011 00:33:35]  <Motoko> 14Loki_Weyland: !roll *d*100
[12-Sep-2011 00:33:35]  <Loki_Weyland> The fuck are you guys standing around for?
[12-Sep-2011 00:33:35]  <Lou> [Of course it would be Loki]
[12-Sep-2011 00:33:43]  <Loki_Weyland> Hey! Sweet cheeks!
[12-Sep-2011 00:33:46]  <Loki_Weyland> Over here!
[12-Sep-2011 00:33:55]  <Motoko> !roll 100
[12-Sep-2011 00:33:55]  <GameServ> 1 == 1
[12-Sep-2011 00:33:56]  <Motoko> !roll 100
[12-Sep-2011 00:33:57]  <GameServ> 1 == 1
[12-Sep-2011 00:33:58]  <Motoko> !roll 100
[12-Sep-2011 00:33:58]  <GameServ> 1 == 1
[12-Sep-2011 00:34:02]  <Gendo> ...
[12-Sep-2011 00:34:04]  <Gendo> Wut.
[12-Sep-2011 00:34:11]  <Loki_Weyland> $ Can we just say I got it?
[12-Sep-2011 00:34:13]  <Osip_Zhgun[Barcode]> [is gameserv okay?]
[12-Sep-2011 00:34:13]  <Cassie> !roll d100
[12-Sep-2011 00:34:13]  <GameServ> 1 == 1
[12-Sep-2011 00:34:17]  <Osip_Zhgun[Barcode]> !roll d100
[12-Sep-2011 00:34:17]  <GameServ> 57 == 57
[12-Sep-2011 00:34:22]  <Gendo> Yeah, you need d100.
[12-Sep-2011 00:34:24]  <Cassie> !roll d10
[12-Sep-2011 00:34:24]  <GameServ> 5 == 5
[12-Sep-2011 00:34:24]  <Gendo> Not just 100.
[12-Sep-2011 00:34:29]  <Loki_Weyland> $ Yeah, let's go with Cassie's roll.
[12-Sep-2011 00:34:35]  <Gendo> Sure.
[12-Sep-2011 00:34:41]  * Lou backs up...
[12-Sep-2011 00:34:42]  <Gendo> Because someone needs to do something.
[12-Sep-2011 00:34:44]  <Motoko> 14...
[12-Sep-2011 00:34:54]  <Loki_Weyland> Loki fires, and starts leading Tsvael away from the city.
[12-Sep-2011 00:34:57]  <Motoko> 14Is it bad that I wanted to see Loki_Weyland's character go insane?
[12-Sep-2011 00:35:00]  <Osip_Zhgun[Barcode]> [I wonder if I hit anyone]
[12-Sep-2011 00:35:02]  <Loki_Weyland> $ Yes.
[12-Sep-2011 00:35:09]  <Osip_Zhgun[Barcode]> [also when do I regain my senses]
[12-Sep-2011 00:35:19]  <Motoko> 14Because, really, considering how unprepared we ought to be, having nobody able to attack sounds about right.
[12-Sep-2011 00:35:30]  <Gendo> Osip_Zhgun[Barcode]: You make a check each round to snap out of it.  If you fail the check you attack whatever's closest.  Right now, it happens to be the Angel.
[12-Sep-2011 00:35:47]  <Motoko> 14Then again, I might be the only person who finds simulating the effects of creeping insanity fun.
[12-Sep-2011 00:35:54]  <Osip_Zhgun[Barcode]> [***Oh, okay. scratch the part where I sweep the first Eva, then, I guess***]
[12-Sep-2011 00:36:02]  <Lou> [Or just the only one who might be halfway competent at it]
